timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1559667256968,871154000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667256968,34161,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667257968,1087040000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667257968,34169,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667258969,1367010000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667258969,34166,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667259969,158584000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667259969,34173,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667260969,260555000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667260969,34175,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667261969,448196000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667261969,34174,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667262969,622594560000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667262969,34173,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667264044,762723000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667264044,34382,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667265044,890872000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667265044,34174,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667266044,989890000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667266044,34176,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667267044,1240630000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667267045,34174,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667268045,1421460000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667268045,34174,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
1559667269045,277866000000,tomcat heap bytes used,,,,,true,,0,0,0,0,null,0,0,0
1559667269045,34383,system memory used %,,,,,true,,0,0,0,0,null,0,0,0
